data,tipo_ativo,variacao_dia_p,variacao_do_dia_avg,ultimo_preco,hora,preco_de_abertura,preco_min,preco_max,fech_hoje,fech_anterior,melhor_preco_compra,melhor_preco_venda,spread_de_preco,num_de_negocios,vol_acoes_negociadas,preco_med,vol_financeiro,ultimo_negocio,qtd_acoes_negociadas,preco_negociado,moeda
2021-08-02T21:20:44.358059,Ordinária,"-0,33","-4,31%","7,33",19:45:06,"8,00","7,40","8,00","7,43","7,66","7,33","7,51","0,18",5.311,2.174.000,"R$ 7,59",R$ 16.489.790,17:59:54,600,"R$ 7,33",BRL
